bug_id,pr_number,title,author,created,closed,labels
8267709,4195,JDK-8267709: Investigate differences between HtmlStyle and stylesheet.css,jonathan-gibbons,2021-05-25,2021-05-27,integrated|javadoc
8267750,4196,8267750: Incomplete fix for JDK-8267683,bradfordwetmore,2021-05-26,2021-05-26,integrated|net|security
8267751,4197,8267751: (test) jtreg.SkippedException has no serial VersionUID,RogerRiggs,2021-05-26,2021-05-26,integrated|core-libs
8267754,4198,8267754: cds/appcds/loaderConstraints/LoaderConstraintsTest.java fails on x86_32 due to customized class loader is not supported,DamonFool,2021-05-26,2021-05-26,integrated|hotspot-runtime
8267583,4202,8267583: jmod fails on symlink to class file,sundararajana,2021-05-26,2021-05-26,integrated|core-libs
8267598,4203,JDK-8267598: jpackage removes system libraries from java.library.path,andyherrick,2021-05-26,2021-06-03,integrated|core-libs
8241423,4205,8241423: NUMA APIs fail to work in dockers due to dependent syscalls are disabled by default,DamonFool,2021-05-26,2021-05-28,integrated|hotspot-runtime
8267721,4207,8267721: Enable sun/security/pkcs11 tests for Amazon Linux 2 AArch64,eastig,2021-05-26,2021-05-26,integrated|security
8267800,4208,8267800: Remove the '_dirty' set in BCEscapeAnalyzer,D-D-H,2021-05-26,2021-05-27,integrated|hotspot-compiler
8263468,4209,"JDK-8263468: New page for ""recent"" new API",hns,2021-05-26,2021-06-08,integrated|build|javadoc
8267805,4210,8267805: Add UseVtableBasedCHA to the list of JVM flags known to jtreg,iwanowww,2021-05-26,2021-05-26,integrated|hotspot-compiler
8267806,4211,8267806: C1: Relax inlining checks for not yet initialized classes,iwanowww,2021-05-26,2021-05-31,integrated|hotspot-compiler
8267807,4212,8267807: C2: Downcast receiver to target holder during inlining,iwanowww,2021-05-26,2021-06-01,integrated|hotspot-compiler
8065760,4213,8065760: CHA: Improve abstract method support,iwanowww,2021-05-26,2021-06-01,integrated|hotspot-compiler
8036580,4214,8036580: CHA: improve default method support,iwanowww,2021-05-26,2021-06-01,integrated|hotspot-compiler
8267817,4215,8267817: [TEST] Remove unnecessary init in test/micro/org/openjdk/bench/javax/crypto/full/AESGCMBench:setup,dongbohe,2021-05-27,2021-05-27,integrated|security
8267204,4216,JDK-8267204: Expose access to underlying streams in Reporter,jonathan-gibbons,2021-05-27,2021-06-05,integrated|javadoc
8265148,4217,8265148: StackWatermarkSet being updated during AsyncGetCallTrace,lmesnik,2021-05-27,2021-06-01,integrated|serviceability|hotspot
8267042,4218,8267042: bug in monitor locking/unlocking on ARM32 C1 due to uninitialized BasicObjectLock::_displaced_header,bulasevich,2021-05-27,2021-06-18,integrated|hotspot-compiler
8267839,4219,JDK-8267839: trivial mem leak in numa,Hamlin-Li,2021-05-27,2021-06-07,integrated|hotspot-runtime
8179880,4220,8179880: Refactor javax/security shell tests to plain java tests,sisahoo,2021-05-27,2021-06-05,integrated|security
8240347,4221,8240347: remove undocumented options from jlink --help message,sundararajana,2021-05-27,2021-05-27,integrated|core-libs
8265367,4222,"8265367: [macos-aarch64] 3 java/net/httpclient/websocket tests fail with ""IOException: No buffer space available""",dfuch,2021-05-27,2021-05-28,integrated|net
8267832,4223,8267832: SimpleVisitors and Scanners in jdk.compiler should use @implSpec,lahodaj,2021-05-27,2021-06-07,integrated|javadoc|compiler
8267842,4224,8267842: SIGSEGV in get_current_contended_monitor,TheRealMDoerr,2021-05-27,2021-05-31,integrated|serviceability|hotspot-runtime
8267703,4225,8267703: runtime/cds/appcds/cacheObject/HeapFragmentationTest.java crashed with OutOfMemory,kstefanj,2021-05-27,2021-06-07,integrated|hotspot-gc
8267845,4226,8267845: Add @requires to avoid running G1 large pages test with wrong page size,kstefanj,2021-05-27,2021-05-31,integrated|hotspot-gc
8265309,4227,"8265309: com/sun/jndi/dns/ConfigTests/Timeout.java fails with ""Address already in use"" BindException",AlekseiEfimov,2021-05-27,2021-05-28,integrated|core-libs
8267529,4228,8267529: StringJoiner can create a String that breaks String::equals,cl4es,2021-05-27,2021-05-27,integrated|core-libs
8267875,4229,8267875: Shenandoah: Duplicated code in ShenandoahBarrierSetC2::ideal_node(),zhengyu123,2021-05-27,2021-06-07,integrated|hotspot-gc|shenandoah
8267726,4230,8267726: ZGC: array_copy_requires_gc_barriers too strict,neliasso,2021-05-27,2021-06-02,integrated|shenandoah|hotspot-compiler
8267886,4231,8267886: ProblemList javax/management/remote/mandatory/connection/RMIConnector_NPETest.java,dcubed-ojdk,2021-05-27,2021-05-27,integrated|core-libs
8267569,4232,8267569: java.io.File.equals contains misleading Javadoc,bplb,2021-05-27,2021-06-02,integrated|core-libs
8267176,4233,JDK-8267176: StandardDoclet should provide access to Reporter and Locale,jonathan-gibbons,2021-05-27,2021-06-02,integrated|javadoc
8267893,4234,8267893: Improve jtreg test failure handler do get native/mixed stack traces for cores and live processes,lmesnik,2021-05-27,2021-06-10,integrated|hotspot|core-libs
8237388,4235,8237388: serviceability/dcmd/framework/VMVersionTest.java fails with connection refused error.,alexmenkov,2021-05-27,2021-06-08,integrated|serviceability
8264624,4236,8264624: change the guarantee() calls added by JDK-8264123 to assert() calls,dcubed-ojdk,2021-05-28,2021-05-28,integrated|hotspot-runtime
8266130,4237,8266130: convert Thread-SMR stress tests from counter based to time based,dcubed-ojdk,2021-05-28,2021-06-10,integrated|serviceability|hotspot-runtime
8267904,4238,8267904: C2 crash when compile negative Arrays.copyOf length after loop,huishi-hs,2021-05-28,2021-06-07,integrated|hotspot-compiler
8267375,4239,8267375: Aarch64: JVM crashes with option -XX:PrintIdealGraphLevel=3 on SVE backend,Wanghuang-Huawei,2021-05-28,2021-05-31,integrated|hotspot-compiler
8267916,4240,JDK-8267916: Adopt cast notation for CompilerThread conversions,albertnetymk,2021-05-28,2021-06-03,integrated|hotspot
8267917,4241,8267917: mark hotspot containers tests which ignore external VM flags,iignatev,2021-05-28,2021-06-04,integrated|hotspot-runtime|hotspot
8267914,4242,8267914: Remove DeferredObjectToKlass workaround,stefank,2021-05-28,2021-06-01,integrated|hotspot
8267920,4243,8267920: Create separate Events buffer for VMOperations,stefank,2021-05-28,2021-06-02,integrated|hotspot
8266239,4244,8266239: Some duplicated javac command-line options have repeated effect,lgxbslgx,2021-05-28,2021-09-03,integrated|compiler
8267938,4246,8267938: (sctp) SCTP channel factory methods should check platform support,ChrisHegarty,2021-05-28,2021-05-31,integrated|net
8267928,4247,8267928: Loop predicate gets inexact loop limit before PhaseIdealLoop::rc_predicate,y1yang0,2021-05-28,2021-11-30,integrated|hotspot-compiler
8267836,4248,8267836: Separate eager reclaim remembered set threshold from G1RSetSparseRegionEntries,tschatzl,2021-05-28,2021-06-02,integrated|hotspot-gc
8267937,4249,8267937: Wrong indentation in G1 gc+phases log for free cset subphases ,tschatzl,2021-05-28,2021-06-01,integrated|hotspot-gc
8247608,4250,JDK-8247608: Javadoc: CSS margin is not applied consistently,hns,2021-05-28,2021-05-31,integrated|javadoc
8267945,4252,8267945: ZGC: Revert NUMA changes (JDK-8266217 and JDK-8241354) after JDK-8241423,DamonFool,2021-05-28,2021-05-30,integrated|hotspot|test-request
8204686,4253,8204686: Dynamic parallel reference processing support for Parallel GC,lkorinth,2021-05-28,2021-06-07,integrated|hotspot-gc
8264800,4254,8264800: cleanup Threads_lock comments in JVM/TI function headers,dcubed-ojdk,2021-05-28,2021-06-01,integrated|serviceability|hotspot-runtime
8267773,4255,8267773: PhaseStringOpts::int_stringSize doesn't handle min_jint correctly,neliasso,2021-05-28,2021-06-02,integrated|hotspot-compiler
8267926,4257,8267926: AsyncLogGtest.java fails on assert with: decorator was not part of the decorator set specified at creation.,navyxliu,2021-05-28,2021-06-07,integrated|hotspot-runtime
8266559,4258,8266559: XPathEvaluationResult.XPathResultType.NODESET maps to incorrect type,JoeWang-Java,2021-05-29,2021-06-02,integrated|core-libs
8267616,4259,8267616: AArch64: Fix AES assertion messages in stubGenerator_aarch64.cpp,dgbo,2021-05-29,2021-06-01,integrated|hotspot-compiler
8267930,4260,JDK-8267930: Refine code for loading hsdis library,Hamlin-Li,2021-05-29,2021-06-11,integrated|hotspot-compiler
8267934,4261,JDK-8267934: remove dead code in CLD,Hamlin-Li,2021-05-29,2021-05-31,integrated|hotspot-runtime
8267953,4262,8267953: restore 'volatile' to ObjectMonitor::_owner field,dcubed-ojdk,2021-05-29,2021-05-29,integrated|hotspot-runtime
8267562,4265,JDK-8267562: G1: Missing BOT in Open Archive regions causes long pauses,jianglizhou,2021-05-31,2021-06-01,integrated|hotspot-gc
8267118,4266,8267118: OutOfMemoryError cannot be caught as a Throwable,dholmes-ora,2021-05-31,2021-06-02,integrated|hotspot-runtime
8267921,4268,8267921: Remove redundant loop from sun.reflect.misc.ReflectUtil.privateCheckPackageAccess(),stsypanov,2021-05-31,2021-05-31,integrated|core-libs
8267947,4269,8267947: CI: Preserve consistency between has_subklass() and is_subclass_of(),iwanowww,2021-05-31,2021-06-01,integrated|hotspot-compiler
8259806,4270,"JDK-8259806: Clean up terminology on the ""All Classes"" page",hns,2021-05-31,2021-06-08,integrated|javadoc
8267979,4271,8267979: C2: Fix verification code in SubTypeCheckNode::Ideal(),iwanowww,2021-05-31,2021-06-01,integrated|hotspot-compiler
8267969,4272,8267969: Add vectorized implementation for VectorMask.eq(),XiaohongGong,2021-05-31,2021-06-02,integrated|core-libs|hotspot-compiler
8246351,4273,JDK-8246351: <code> elements in headings are of incorrect size,hns,2021-05-31,2021-05-31,integrated|javadoc
8267990,4275,8267990: Revisit some uses of `synchronized` in the HttpClient API,dfuch,2021-05-31,2021-06-01,integrated|net|security
8267982,4276,8267982: Set the node after peephole optimization to be removed,sunny868,2021-06-01,2021-07-08,integrated|hotspot-compiler|test-request
8268014,4277,8268014: Build failure on SUSE Linux Enterprise Server 11.4 (s390x) due to 'SYS_get_mempolicy' was not declared,DamonFool,2021-06-01,2021-06-03,integrated|hotspot-runtime|test-request
8263303,4278,8263303: C2 compilation fails with assert(found_sfpt) failed: no node in loop that's not input to safepoint,rwestrel,2021-06-01,2021-06-10,integrated|hotspot-compiler
8261549,4279,8261549: Adjust memory size in MTLTexurePool.m,avu,2021-06-01,2021-06-07,integrated|2d
8268023,4281,8268023: Improve diagnostic for HandshakeFailureTest,dfuch,2021-06-01,2021-06-01,integrated|net
8268036,4282,8268036: ProblemList gtest/AsyncLogGtest.java,dcubed-ojdk,2021-06-01,2021-06-01,integrated|hotspot-runtime
8268052,4283,8268052: [JVMCI] non-default installed code must be marked as in_use,tkrodriguez,2021-06-01,2021-06-09,integrated|hotspot-compiler
8149138,4284,JDK-8149138: [javadoc] Fix SerialFormBuilder eliminate String bashing,hns,2021-06-01,2021-06-07,integrated|javadoc
8268056,4285,8268056: Update java.net and java.nio to use switch expressions,pconcannon,2021-06-01,2021-06-09,integrated|nio|net
8267879,4286,8267879: ClassLoaderMetaspace destructor asserts on !_frozen,iklam,2021-06-01,2021-06-02,integrated|hotspot-runtime
8267958,4287,8267958: [TESTBUG] cds DynamicLoaderConstraintsTest.java timed out,iklam,2021-06-01,2021-06-02,integrated|hotspot-runtime
8268077,4289,8268077: java.util.List missing from Collections Framework Overview,rgiulietti,2021-06-01,2021-06-03,integrated|core-libs
8267939,4290,8267939: Clarify the specification of iterator and spliterator forEachRemaining,PaulSandoz,2021-06-01,2021-06-03,integrated|core-libs
8263389,4291,JDK-8263389 IGV: Zooming changes the point that is currently centered,jtfuller111,2021-06-01,2021-07-05,integrated|build|hotspot-compiler
8266337,4292,8266337: ThreadTimesClosure doesn't handle exceptions properly,lmesnik,2021-06-01,2021-06-03,integrated|serviceability|hotspot-runtime
8267861,4294,8267861: Update SourceVersion with new language features in 16 and 17,jddarcy,2021-06-01,2021-06-02,integrated|compiler
8199318,4295,8199318: add idempotent copy operation for Map.Entry,stuart-marks,2021-06-02,2021-06-04,integrated|core-libs
8268087,4296,8268087: Update documentation of the JPasswordField,mrserb,2021-06-02,2021-06-05,integrated|swing
8238649,4297,8238649: Call new Win32 API SetThreadDescription in os::set_native_thread_name,dholmes-ora,2021-06-02,2021-06-15,integrated|hotspot-runtime
8265440,4298,8265440: IGV: make node selection more visible,jyukutyo,2021-06-02,2021-06-08,integrated|build|hotspot-compiler
8268103,4300,8268103: JNI functions incorrectly return a double after JDK-8265836,jerboaa,2021-06-02,2021-06-02,integrated|serviceability|jmx
8226362,4301,8226362: langtools ProblemList file contains more than 1 entry for a test,jbf,2021-06-02,2021-06-03,integrated|compiler
8268094,4302,8268094: Some vmTestbase/nsk tests fail after ACC_STRICT/strictfp changes,dholmes-ora,2021-06-02,2021-06-02,integrated|serviceability|hotspot-runtime
8266257,4303,8266257: Fix foreign linker build issues for ppc and s390,mcimadamore,2021-06-02,2021-06-03,integrated|hotspot
8263561,4304,8263561: Re-examine uses of LinkedList,stsypanov,2021-06-02,2021-08-02,integrated|nio|core-libs|net|i18n
8267924,4305,8267924: Misleading G1 eager reclaim detail logging,tschatzl,2021-06-02,2021-06-07,integrated|hotspot-gc
,4306,    JDK-8267764: jpackage cannot handle window screensaver files when EXE renamed as SCR,andyherrick,2021-06-02,2021-06-08,integrated|core-libs
8264305,4307,8264305: Create implementation for native accessibility peer for Statusbar java role,pankaj-bansal,2021-06-02,2021-06-04,integrated|awt
8262409,4308,"8262409: sun/security/ssl/SSLSocketImpl/SSLSocketImplThrowsWrongExceptions. SSL test failures caused by java failed with ""Server reported the wrong exception""",fguallini,2021-06-02,2021-06-03,integrated|security
8268113,4309,8268113: Re-use Long.hashCode() where possible,stsypanov,2021-06-02,2021-08-02,integrated|core-libs|awt|i18n|kulla
8268118,4310,8268118: Rename bytes_os_cpu.inline.hpp files to bytes_os_cpu.hpp,stefank,2021-06-02,2021-06-03,integrated|hotspot
8268119,4311,8268119: Rename copy_os_cpu.inline.hpp files to copy_os_cpu.hpp,stefank,2021-06-02,2021-06-03,integrated|hotspot
8268124,4312,8268124: Update java.lang to use switch expressions,pconcannon,2021-06-02,2021-06-10,integrated|core-libs|i18n
8264975,4313,8264975: java/net/DatagramSocket/DatagramSocketMulticasting.java fails infrequently,dfuch,2021-06-02,2021-06-03,integrated|net
8268129,4316,8268129: LibraryLookup::ofDefault leaks symbols from loaded libraries,mcimadamore,2021-06-02,2021-06-04,integrated|build|core-libs|security
8268133,4317,JDK-8268133 : Update java/net/Authenticator tests to eliminate dependency on sun.net.www.MessageHeader and some other internal APIs,mahendrachhipa,2021-06-02,2021-06-03,integrated|net
8266019,4318,8266019: StreamResult(File) writes to incorrect file path if # is part of the file path,JoeWang-Java,2021-06-02,2021-06-03,integrated|core-libs
8268138,4319,8268138: docs build error after JDK-8263332 integration,egahlin,2021-06-02,2021-06-02,integrated|hotspot-jfr
8268127,4320,8268127: Shenandoah: Heap size may be too small for region to align to large page size,zhengyu123,2021-06-02,2021-06-08,integrated|hotspot-gc|shenandoah
8268131,4321,8268131: 2 java/foreign tests timed out,mcimadamore,2021-06-02,2021-06-03,integrated|core-libs
8268139,4322,8268139: CDS ArchiveBuilder may reference unloaded classes,iklam,2021-06-02,2021-06-05,integrated|hotspot-runtime
8268146,4323,8268146: fix for JDK-8266254 fails validate-source,dcubed-ojdk,2021-06-02,2021-06-02,integrated|hotspot-runtime|core-libs
8268147,4325,JDK-8268147: need to update reference to testng module for jtreg6,jonathan-gibbons,2021-06-02,2021-06-02,integrated|core-libs
8268151,4326,8268151: Vector API toShuffle optimization,sviswa7,2021-06-03,2021-06-04,integrated|core-libs|hotspot-compiler
8248877,4327,8248877: Document API contract for MetaspaceObj subtypes,iklam,2021-06-03,2021-06-08,integrated|hotspot-runtime
8268150,4328,JDK-8268150: tier2: test/jdk/tools/jpackage/junit/junit.java needs updating for jtreg 6,jonathan-gibbons,2021-06-03,2021-06-03,integrated|core-libs
8268018,4329,JDK-8268018: remove dead code in commitLimitter,Hamlin-Li,2021-06-03,2021-06-07,integrated|hotspot-runtime
8267465,4330,8267465: remove superfluous preview related annotations and test options,vicente-romero-oracle,2021-06-03,2021-06-07,integrated|compiler|kulla
8212155,4331,8212155: Race condition when posting dynamic_code_generated event leads to JVM crash,lmesnik,2021-06-03,2021-06-04,integrated|serviceability|hotspot
8268165,4332,8268165: AsyncLogging will crash if rotate() fails,navyxliu,2021-06-03,2021-06-08,integrated|hotspot-runtime
8268167,4333,8268167: MultipleLogins.java failure on macosx-aarch64,coffeys,2021-06-03,2021-06-03,integrated|security
8268164,4334,8268164: Adopt cast notation for WorkerThread conversions,albertnetymk,2021-06-03,2021-06-07,integrated|hotspot
8268174,4335,8268174: Move x86-specific stub declarations into stubRoutines_x86.hpp ,iwanowww,2021-06-03,2021-06-04,integrated|hotspot-compiler
8265444,4336,8265444: Javadocs: jdk.jshell - small typo,lahodaj,2021-06-03,2021-06-04,integrated|kulla
8268095,4338,8268095: CDS MethodHandle tests should add -XX:-VerifyDependencies,calvinccheung,2021-06-03,2021-06-03,integrated|hotspot-runtime
8267564,4339,8267564: JDK-8252971 causes SPECjbb2015 socket exceptions on Windows when MKS is installed,Michael-Mc-Mahon,2021-06-03,2021-06-08,integrated|nio
8267995,4340,8267995: Add reference to JVMS class file format in Lookup::defineHiddenClass,mlchung,2021-06-03,2021-06-03,integrated|core-libs
8268142,4341,8268142: Switch to jdk-17+24 for macosx-aarch64 at Oracle,vidmik,2021-06-03,2021-06-04,integrated|build
8268163,4342,8268163: Change the order of fallback full GCs in G1,kstefanj,2021-06-03,2021-06-09,integrated|hotspot-gc
8268185,4343,JDK-8268185: Update GitHub Actions for jtreg 6,jonathan-gibbons,2021-06-03,2021-06-03,integrated|build
8268189,4344,8268189: ProblemList compiler/intrinsics/bmi/verifycode/BzhiTestI2L.java in -Xcomp mode,dcubed-ojdk,2021-06-03,2021-06-03,integrated|hotspot-runtime|hotspot-compiler
8232948,4345,8232948: javac -h should mangle the overload argument signature,jbf,2021-06-03,2021-06-08,integrated|compiler
8174222,4346,8174222: LambdaMetafactory: validate inputs and improve documentation,dansmithcode,2021-06-03,2021-06-07,integrated|core-libs
8268214,4347,8268214: Use system zlib and disable dtrace when building linux-aarch64 at Oracle,vidmik,2021-06-03,2021-06-04,integrated|build
8268224,4349,"8268224: Cleanup references to ""strictfp"" in core lib comments",jddarcy,2021-06-04,2021-06-04,integrated|core-libs
8238213,4351,8238213: Method resolution should stop on static error,vicente-romero-oracle,2021-06-04,2021-06-09,integrated|compiler
8263323,4352,8263323: Debug Agent help output includes invalid URL,plummercj,2021-06-04,2021-06-09,integrated|serviceability
8268222,4353,"8268222: javax/xml/jaxp/unittest/transform/Bug6216226Test.java failed, cannot delete file",JoeWang-Java,2021-06-04,2021-06-04,integrated|core-libs
8255148,4354,8255148: Confusing log output: SSLSocket duplex close failed,evwhelan,2021-06-04,2021-06-09,integrated|security
8268227,4355,8268227: java/foreign/TestUpcall.java still times out,mcimadamore,2021-06-04,2021-06-08,integrated|core-libs
8266159,4356,8266159: macOS ARM + Metal pipeline shows artifacts on Swing Menu with Java L&F,aghaisas,2021-06-04,2021-06-08,integrated|2d
8268122,4357,8268122: Add specific gc cause for G1 full collections,kstefanj,2021-06-04,2021-06-09,integrated|hotspot-gc
8267663,4358,8267663: [vector] Add unsigned comparison operators on AArch64,e1iu,2021-06-04,2021-06-09,integrated|hotspot-compiler
8268125,4359,8268125: ZGC: Clone oop array gets wrong acopy stub,neliasso,2021-06-04,2021-06-15,integrated|hotspot|hotspot-compiler
8267972,4361,8267972: Inline cache cleaning is not monotonic,fisk,2021-06-04,2021-06-07,integrated|hotspot-compiler
8267579,4363,8267579: Thread::cooked_allocated_bytes() hits assert(left >= right) failed: avoid underflow,mgronlun,2021-06-04,2021-06-14,integrated|hotspot-runtime|hotspot-jfr
8268267,4364,8268267: Remove -Djavatest.security.noSecurityManager=true from jtreg runs,wangweij,2021-06-04,2021-06-07,integrated|build|compiler
8268272,4367,8268272: Remove JDK-8264874 changes because Graal was removed.,vnkozlov,2021-06-04,2021-06-04,integrated|build
8268276,4368,8268276: Base64 Decoding optimization for x86 using AVX-512,asgibbons,2021-06-04,2021-06-25,integrated|build|hotspot|core-libs|hotspot-compiler|test-request
8268083,4369,8268083: JDK-8267706 breaks bin/idea.sh on a Mac,YaaZ,2021-06-04,2021-06-08,integrated|build|core-libs
8268279,4370,8268279: gc/shenandoah/compiler/TestLinkToNativeRBP.java fails after LibraryLookup is gone,navyxliu,2021-06-04,2021-06-07,integrated|hotspot-gc|shenandoah
8263107,4371,8263107: PSPromotionManager::copy_and_push_safe_barrier needs acquire memory barrier,kimbarrett,2021-06-05,2021-06-10,integrated|hotspot
8267430,4373,8267430: GraphicsDevice.setDisplayMode(REFRESH_RATE_UNKNOWN) throws IAE: Unable to set display mode!,prrace,2021-06-05,2021-06-09,integrated|awt
8268286,4374,8268286: ProblemList serviceability/sa/TestJmapCore.java on linux-aarch64 with ZGC,dcubed-ojdk,2021-06-05,2021-06-05,integrated|serviceability|hotspot-runtime|hotspot-gc
8268289,4375,8268289: build failure due to missing signed flag in x86 evcmpb instruction,jatin-bhateja,2021-06-05,2021-06-06,integrated|hotspot-compiler
8261006,4376,8261006: 'super' qualified method references cannot occur in a static context,vicente-romero-oracle,2021-06-06,2021-07-15,integrated|compiler
8268292,4377,8268292: compiler/intrinsics/VectorizedMismatchTest.java fails with release VMs,DamonFool,2021-06-06,2021-06-06,integrated|hotspot-compiler
8268361,4378,8268361: Fix the infinite loop in next_line,UncleNine,2021-06-06,2021-06-10,integrated|serviceability|jmx
8268290,4379,8268290: Improve LockFreeQueue<> utility,kimbarrett,2021-06-06,2021-06-22,integrated|hotspot
8268296,4380,8268296: ScopedMemoryAccess build error with readonly filesystems,cushon,2021-06-06,2021-06-07,integrated|build|core-libs
8268299,4381,8268299: jvms tag produces incorrect URL,jddarcy,2021-06-06,2021-06-07,integrated|build|javadoc
8268250,4382,8268250: Class.arrayType() for a 255-d array throws undocumented IllegalArgumentException,jddarcy,2021-06-07,2022-02-17,integrated|core-libs
8268088,4383,JDK-8268088: Clarify Method::clear_jmethod_ids() related comments in ClassLoaderData::~ClassLoaderData(),jianglizhou,2021-06-07,2021-06-08,integrated|hotspot-runtime
8268301,4384,8268301: Closed test: compiler/c2/6371167/Test.java fails after JDK-8267904,huishi-hs,2021-06-07,2021-06-07,integrated|hotspot-compiler
8268318,4385,8268318: Missing comma in copyright header ,dholmes-ora,2021-06-07,2021-06-07,integrated|javadoc
8240349,4386,8240349: jlink should not leave partial image output directory on failure,sundararajana,2021-06-07,2021-06-09,integrated|core-libs
8268327,4390,8268327: Upstream: 8268169: The system lookup can not find stdio functions such as printf on Windows 10,JornVernee,2021-06-07,2021-06-08,integrated|build|core-libs
8268331,4393,8268331: Fix crash in humongous object eager reclaim logging,tschatzl,2021-06-07,2021-06-07,integrated|hotspot-gc
8268339,4396,8268339: Upstream: 8267989: Exceptions thrown during upcalls should be handled,JornVernee,2021-06-07,2021-06-10,integrated|core-libs
8264766,4398,8264766: ClassCastException during template compilation (Variable cannot be cast to Param),JoeWang-Java,2021-06-07,2021-06-09,integrated|core-libs
8263203,4399,8263203: jconsole Online User Guide has wrong URL,plummercj,2021-06-07,2021-06-09,integrated|serviceability
8267556,4402,8267556: Enhance class paths check during runtime,calvinccheung,2021-06-07,2021-06-10,integrated|hotspot-runtime
8268192,4403,8268192: LambdaMetafactory with invokespecial causes VerificationError,dansmithcode,2021-06-07,2021-06-09,integrated|core-libs
8267187,4404,JDK-8267187: Remove deprecated constructor for Log,jonathan-gibbons,2021-06-08,2021-06-08,integrated|compiler
8268352,4405,JDK-8268352: Rename javadoc Messager class to JavadocLog,jonathan-gibbons,2021-06-08,2021-06-08,integrated|javadoc
8268241,4406,8268241: deprecate JVM TI Heap functions 1.0,sspitsyn,2021-06-08,2021-06-09,integrated|serviceability
8267908,4407,8267908: linux: thread_native_entry can scribble on stack frame ,dholmes-ora,2021-06-08,2021-06-08,integrated|hotspot-runtime
8268017,4409,8268017: C2: assert(phi_type->isa_int() || phi_type->isa_ptr() || phi_type->isa_long()) failed: bad phi type,rwestrel,2021-06-08,2021-06-09,integrated|hotspot-compiler
8268372,4410,8268372: ZGC: dynamically select the number of concurrent GC threads used,albertnetymk,2021-06-08,2021-06-09,integrated|hotspot-gc
8268303,4411,8268303: Incorrect casts in JfrWriterHost::write for Ticks and Tickspan,mgronlun,2021-06-08,2021-06-10,integrated|hotspot-jfr
8267385,4412,8267385: Create NSAccessibilityElement implementation for JavaComponentAccessibility,savoptik,2021-06-08,2021-08-09,integrated|awt
8266182,4413,8266182: Automate manual steps listed in the test jdk/sun/security/pkcs12/ParamsTest.java,akolarkunnu,2021-06-08,2021-08-17,integrated|security
8265271,4414,8265271: JFR: Allow use of .jfc options when starting JFR,egahlin,2021-06-08,2021-06-10,integrated|hotspot-jfr
8264144,4415,"8264144: Add handling of ""--about-url"" CLI parameter for RPM/DEB packages",alexeysemenyukoracle,2021-06-08,2021-06-08,integrated|core-libs
8264866,4417,8264866: Remove unneeded WorkArounds.isAutomaticModule,jddarcy,2021-06-08,2021-06-08,integrated|javadoc
8228343,4418,8228343: JCMD and attach fail to work across Linux Container boundary,kevinjwalls,2021-06-08,2021-06-09,integrated|serviceability
8268407,4419,8268407: ProblemList sun/tools/jstat/jstatLineCountsX.sh on linux-aarch64 due to JDK-8268211,plummercj,2021-06-08,2021-06-10,integrated|serviceability
8268417,4420,8268417: Add test from JDK-8268360,vnkozlov,2021-06-08,2021-06-09,integrated|hotspot-compiler
8268424,4422,8268424: JFR tests fail due to GC cause 'G1 Preventive Collection' not in the valid causes after JDK-8257774,DamonFool,2021-06-09,2021-06-09,integrated|hotspot
8268427,4424,8268427: Improve AlgorithmConstraints:checkAlgorithm performance,dongbohe,2021-06-09,2021-06-26,integrated|security
8268388,4425,8268388: Update large pages information in Java manpage,kstefanj,2021-06-09,2021-06-10,integrated|hotspot
8268377,4426,JDK-8268377: Windows 32bit build fails after JDK-8268174,MBaesken,2021-06-09,2021-06-09,integrated|hotspot-runtime
8268428,4427,8268428: Test java/foreign/TestResourceScope.java fails: expected [M] but found [N],mcimadamore,2021-06-09,2021-06-10,integrated|core-libs
8267073,4429,8267073: Race between Card Redirtying and Freeing Collection Set regions results in missing remembered set entries with G1,tschatzl,2021-06-09,2021-06-10,integrated|hotspot-gc
8268461,4430,JDK-8268461: ARM32: vector intrinsics reaches ShouldNotReachHere,mychris,2021-06-09,2021-06-10,integrated|hotspot-compiler
8268464,4432,"JDK-8268464 : Remove dependancy of TestHttpsServer, HttpTransaction, HttpCallback from open/test/jdk/sun/net/www/protocol/https/ tests",mahendrachhipa,2021-06-09,2021-06-23,integrated|net|security
8268469,4433,8268469: Update java.time to use switch expressions,pconcannon,2021-06-09,2021-06-25,integrated|core-libs|i18n
8267954,4434,8267954: Shared classes that failed to load should not be loaded again,yminqi,2021-06-09,2021-06-09,integrated|hotspot-runtime|hotspot
8268390,4435,8268390: G1 concurrent gc upgrade to full gc not working,kstefanj,2021-06-09,2021-06-10,integrated|hotspot-gc
8267424,4437,"8267424: CTW: C1 fails with ""State must not be null""",veresov,2021-06-09,2021-06-10,integrated|hotspot-compiler
8268475,4438,8268475: execute runtime/InvocationTests w/ -UseVtableBasedCHA,iignatev,2021-06-09,2021-06-10,integrated|hotspot-runtime|hotspot-compiler
8268223,4439,8268223: Problemlist vmTestbase/nsk/jdi/HiddenClass/events/events001.java,lmesnik,2021-06-09,2021-06-10,integrated|serviceability
8268481,4440,8268481: Delete JAWT test files for mac,mrserb,2021-06-09,2021-06-10,integrated|awt
8268478,4442,8268478: JVMCI tests failing after JDK-8268052,tkrodriguez,2021-06-09,2021-06-09,integrated|hotspot-compiler
8268443,4444,8268443: ParallelGC Full GC should use parallel WeakProcessor,albertnetymk,2021-06-09,2021-06-10,integrated|hotspot-gc
