bug_id,pr_number,title,author,created,closed,labels,org,country,review_days,reviewers
,171,Do not apply evacuation budgets in non-generational mode,earthling-amzn,2022-11-17,2022-11-18,integrated,Amazon,US,1,kdnilsen
,172,Merge openjdk/jdk:master,earthling-amzn,2022-11-17,2022-11-18,integrated,Amazon,US,1,
,173,Load balance remset scan,kdnilsen,2022-11-18,2022-11-18,integrated,Amazon,US,0,earthling-amzn
,174,Various build fixes,earthling-amzn,2022-11-18,2022-11-19,integrated,Amazon,US,1,kdnilsen
,175,Merge openjdk/jdk:master,earthling-amzn,2022-11-29,2022-11-30,integrated,Amazon,US,1,
8297796,176,JDK-8297796 GenShen: instrument the remembered set scan,ysramakrishna,2022-12-01,2022-12-28,integrated,,,27,"kdnilsen,earthling-amzn"
,177,Generation resizing,earthling-amzn,2022-12-03,2022-12-08,integrated,Amazon,US,5,"kdnilsen,rkennke"
,178,Merge openjdk/jdk:master,earthling-amzn,2022-12-05,2022-12-06,integrated,Amazon,US,1,
,179,Enforce max regions,kdnilsen,2022-12-06,2022-12-07,integrated,Amazon,US,1,"ysramakrishna,earthling-amzn"
,180,Shrink tlab to capacity,kdnilsen,2022-12-09,2022-12-20,integrated,Amazon,US,11,"ysramakrishna,earthling-amzn"
,181,Allow adjusted capacity and used regions size to be equal,earthling-amzn,2022-12-13,2022-12-14,integrated,Amazon,US,1,"ysramakrishna,kdnilsen"
,182,Generation sizing fixes,earthling-amzn,2022-12-13,2022-12-14,integrated,Amazon,US,1,"ysramakrishna,kdnilsen"
,183,Merge openjdk/jdk:master,earthling-amzn,2022-12-15,2022-12-15,integrated,Amazon,US,0,ysramakrishna
8298597,184,JDK-8298597 : HdrSeq: support for a merge() method,ysramakrishna,2022-12-15,2022-12-19,integrated,,,4,kdnilsen
,185,Initial sizing refactor,earthling-amzn,2022-12-16,2022-12-21,integrated,Amazon,US,5,"ysramakrishna,kdnilsen"
,186,Use CardTable::card_size_in_words rather than hard coded constant,earthling-amzn,2022-12-16,2022-12-19,integrated,Amazon,US,3,"ysramakrishna,kdnilsen"
,187,Merge openjdk/jdk:master,earthling-amzn,2022-12-16,2022-12-16,integrated,Amazon,US,0,
,188,"Avoid divide by zero error, improve variable names",earthling-amzn,2022-12-21,2022-12-21,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,189,Merge openjdk/jdk:master,earthling-amzn,2022-12-29,2022-12-29,integrated,Amazon,US,0,
,190,Allow heuristic trigger to increase capacity instead of running a collection,earthling-amzn,2022-12-30,2023-01-04,integrated,Amazon,US,5,"ysramakrishna,kdnilsen"
,191,Enforce that generation sizes align with region sizes,kdnilsen,2023-01-04,2023-01-04,integrated,Amazon,US,0,"ysramakrishna,earthling-amzn"
,192,Fix allocate aligned,kdnilsen,2023-01-05,2023-01-05,integrated,Amazon,US,0,"ysramakrishna,earthling-amzn"
8299703,193,8299703: GenShen: improvements in card scanning,ysramakrishna,2023-01-05,2023-02-02,integrated,,,28,"kdnilsen,earthling-amzn"
,194,Fix use of uninitialized double,earthling-amzn,2023-01-05,2023-01-05,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,195,Plab fallback to minsize,kdnilsen,2023-01-06,2023-01-06,integrated,Amazon,US,0,"ysramakrishna,earthling-amzn"
,196,Merge openjdk/jdk:master ,earthling-amzn,2023-01-07,2023-01-09,integrated,Amazon,US,2,
,197,Fix verification of remembered set at mark start,kdnilsen,2023-01-09,2023-01-11,integrated,Amazon,US,2,"ysramakrishna,earthling-amzn"
,198,Broaden plab region search,kdnilsen,2023-01-11,2023-01-12,integrated,Amazon,US,1,earthling-amzn
,199,Use whole number of regions when resizing generations,earthling-amzn,2023-01-13,2023-01-13,integrated,Amazon,US,0,kdnilsen
,200,Fix fullgc assertion,kdnilsen,2023-01-13,2023-01-13,integrated,Amazon,US,0,"ysramakrishna,earthling-amzn"
,201,Merge openjdk/jdk:master,earthling-amzn,2023-01-13,2023-01-14,integrated,Amazon,US,1,
8298647,202,8298647: GenShen require heap size 2MB granularity,stooart-mon,2023-01-16,2023-01-24,integrated,,,8,earthling-amzn
,203,Do not reset learning cycles after resizing,earthling-amzn,2023-01-17,2023-01-18,integrated,Amazon,US,1,"ysramakrishna,kdnilsen"
,205,Merge openjdk/jdk:master,earthling-amzn,2023-01-25,2023-01-26,integrated,Amazon,US,1,
,206,Merge openjdk/jdk:master,earthling-amzn,2023-01-27,2023-01-27,integrated,Amazon,US,0,
,207,Revert unnecessary changes to unified logging,earthling-amzn,2023-01-27,2023-01-27,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,208,Combine bitmap clearing with region resetting closure,earthling-amzn,2023-01-31,2023-01-31,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,209,Tune heuristic defaults and behavior for improved stability,earthling-amzn,2023-01-31,2023-01-31,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,210,Age objects during degeneration,kdnilsen,2023-01-31,2023-01-31,integrated,Amazon,US,0,earthling-amzn
,211,Update vestigial comment,earthling-amzn,2023-02-01,2023-02-01,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,212,Fullgc should honor aging cycle,kdnilsen,2023-02-01,2023-02-01,integrated,Amazon,US,0,earthling-amzn
,213,Loan from old should align on region size,kdnilsen,2023-02-01,2023-02-01,integrated,Amazon,US,0,"ysramakrishna,earthling-amzn"
,214,"Following abbreviated cycle, only increment region age if aging cycle",kdnilsen,2023-02-01,2023-02-01,integrated,Amazon,US,0,earthling-amzn
,215,Bootstrap old gc should honor aging cycle,kdnilsen,2023-02-01,2023-02-01,integrated,Amazon,US,0,earthling-amzn
,216,Merge openjdk/jdk:master,earthling-amzn,2023-02-09,2023-02-10,integrated,Amazon,US,1,
,217,Remove unused visualizer option,earthling-amzn,2023-02-14,2023-02-16,integrated,Amazon,US,2,kdnilsen
,218,Merge openjdk/jdk:master,earthling-amzn,2023-02-14,2023-02-14,integrated,Amazon,US,0,rkennke
,219,Merge openjdk/jdk:master,earthling-amzn,2023-02-17,2023-02-17,integrated,Amazon,US,0,
,220,Performance improvements for non-generational modes,earthling-amzn,2023-02-18,2023-03-06,integrated,Amazon,US,16,kdnilsen
,221,Merge openjdk/jdk:master,earthling-amzn,2023-02-28,2023-03-01,integrated,Amazon,US,1,
,222,"Use relevant variables in log messages, remove unused import",earthling-amzn,2023-03-08,2023-03-10,integrated,Amazon,US,2,"ysramakrishna,kdnilsen"
,224,Fix incorrect assert logic,earthling-amzn,2023-03-13,2023-03-13,integrated,Amazon,US,0,kdnilsen
,225,Merge openjdk/jdk:master,earthling-amzn,2023-03-13,2023-03-13,integrated,Amazon,US,0,
