bug_id,pr_number,title,author,created,closed,labels,org,country,review_days,changed_files,additions,deletions
8268671,445,8268671: [lworld] Wrong code generated for PrimitiveClass.ref.default,sadayapalam,2021-06-14,2021-06-15,integrated,Oracle,,1,2,40,1
,446,Merge jdk,MrSimms,2021-06-16,2021-06-17,integrated,Oracle,,1,5428,541458,98309
8268908,447,JDK-8268908: Update test/jdk/valhalla/valuetypes tests to prepare for jtreg 6 and other clean up,mlchung,2021-06-16,2021-06-16,integrated,Oracle,US,0,19,648,743
,448,Merge jdk,MrSimms,2021-06-17,2021-06-17,integrated,Oracle,,0,145,3399,948
8267821,449,8267821: [lworld] Javac's handling of `primitive' modifier is unlike the handling of other restricted identifiers,sadayapalam,2021-06-17,2021-06-17,integrated,Oracle,,0,8,61,74
,450,Merge lworld,MrSimms,2021-06-17,2021-06-17,integrated,Oracle,,0,5516,544926,98671
8268980,451,JDK-8268980: [lword] Fix Class::descriptorString to return L-descriptor for primitive ref type,mlchung,2021-06-17,2021-06-17,integrated,Oracle,US,0,3,50,1
8268981,452,JDK-8268981:  [lworld] UnifiedPrimitiveClassNestHostTest.java should test with the primary mirror,mlchung,2021-06-17,2021-06-17,integrated,Oracle,US,0,1,1,1
8269023,453,JDK-8269023 [lworld] L/Q<type> support,MrSimms,2021-06-18,2021-06-21,integrated,Oracle,,3,185,2183,2461
8218159,454,JDK-8218159: ValueBootstrapMethods.isSubstitutable should not filter synthetic fields,mlchung,2021-06-18,2021-06-18,integrated,Oracle,US,0,3,84,4
8267824,455,8267824: [lworld] Lots of lingering references to inline/value types in Javac code base,sadayapalam,2021-06-21,2021-06-21,integrated,Oracle,,0,21,84,86
8269084,456,8269084: [lworld] runtime/cds tests need to be migrated to the unified class file scheme,sadayapalam,2021-06-21,2021-06-21,integrated,Oracle,,0,4,5,5
8263024,457,8263024: Convert Valhalla tests using the old framework to the new framework,katyapav,2021-06-21,2021-07-15,integrated,,,24,23,3941,4190
8269095,458,8269095: Fix Valhalla Zero build failures,shipilev,2021-06-22,2021-06-23,integrated,Amazon,US,1,3,30,10
8269172,459,JDK-8269172: Add java.util.Objects.newIdentity method,RogerRiggs,2021-06-22,2021-06-23,integrated,Oracle,US,1,2,28,15
8269231,460,8269231: Fix 32-bit Valhalla (Zero) builds,shipilev,2021-06-23,2021-06-23,integrated,Amazon,US,0,8,34,8
8268021,461,8268021: [lworld] [AArch64] fix support for InlineTypeReturnedAsFields,nick-arm,2021-06-24,2021-06-25,integrated,ARM,GB,1,8,174,172
,462,Adjust testing,MrSimms,2021-06-24,2021-06-24,integrated,Oracle,,0,2,15,0
8269279,463,8269279: [lworld] 8269231 causes build failures,MrSimms,2021-06-24,2021-06-24,integrated,Oracle,,0,3,13,13
8269274,464,8269274: [lworld] Withfield instruction fails to verify when operand stack contains LPrimitiveClass;,hseigel,2021-06-25,2021-06-28,integrated,Oracle,CA,3,3,145,11
8269578,467,8269578: [lworld] fix AArch64 build after JDK-8267824,nick-arm,2021-06-29,2021-07-06,integrated,ARM,GB,7,3,14,14
8269274,469,8269274: [lworld] Withfield instruction fails to verify when operand stack contains LPrimitiveClass;,hseigel,2021-06-29,2021-06-29,integrated,Oracle,CA,0,3,145,11
8269536,470,8269536: Fix verifier withfield test,hseigel,2021-06-29,2021-07-01,integrated,Oracle,CA,2,3,450,1070
8269792,471,8269792: [lworld] Duplicate/redundant CONSTANT_Class_info entry in constant pool ,sadayapalam,2021-07-02,2021-07-02,integrated,Oracle,,0,3,14,7
,473,Merge lworld,vicente-romero-oracle,2021-07-08,2021-07-10,integrated,Oracle,US,2,5653,549146,102424
8267932,474,8267932: [lworld] JIT support for the L/Q model (step 2),TobiHartmann,2021-07-09,2021-07-09,integrated,Oracle,DE,0,26,153,116
8267932,475,8267932: [lworld] JIT support for the L/Q model (step 2),TobiHartmann,2021-07-12,2021-07-12,integrated,Oracle,DE,0,26,166,116
,476,[lworld] Re-enable testing,TobiHartmann,2021-07-12,2021-07-12,integrated,Oracle,DE,0,2,0,15
8269536,477,8269536: Fix verifier withfield test,hseigel,2021-07-12,2021-07-12,integrated,Oracle,CA,0,3,450,1070
8270316,478,JDK-8270316: [lworld] enable -Xcomp run in test/jdk/valhalla/valuetypes/ObjectMethods.java,mlchung,2021-07-12,2021-07-12,integrated,Oracle,US,0,1,0,3
8264340,479,8264340: [lworld] [AArch64] TestLWorld.java assertion failure in OopFlow::build_oop_map,nick-arm,2021-07-13,2021-08-03,integrated,ARM,GB,21,1,13,0
8270357,480,8270357: [lworld] some jtreg tests disabled on AArch64,nick-arm,2021-07-14,2021-07-26,integrated,ARM,GB,12,7,8,8
8237073,481,8237073: [lworld] Need special handling of jlO constructor invocation,sadayapalam,2021-07-15,2021-07-20,integrated,Oracle,,5,38,101,52
8244231,482,8244231: [lworld] Add support for ref-default and val-default inline classes.,sadayapalam,2021-07-16,2021-07-23,integrated,Oracle,,7,112,3980,174
8270350,483,JDK-8270350: [lworld] GeneratedMethodAccessor contains incorrect cast,mlchung,2021-07-16,2021-07-16,integrated,Oracle,US,0,2,3,2
8270896,484,"8270896: [lworld] C2 compilation fails with ""Meet Not Symmetric""",TobiHartmann,2021-07-19,2021-07-19,integrated,Oracle,DE,0,8,18,30
8268945,485,8268945: [lworld] Re-implement JDK-8267151 after merge,TobiHartmann,2021-07-19,2021-07-19,integrated,Oracle,DE,0,2,44,53
8268946,486,8268946: [lworld] Re-implement JDK-8266015 after the merge,TobiHartmann,2021-07-20,2021-07-20,integrated,Oracle,DE,0,5,348,210
8269408,487,JDK-8269408: [lworld] Withfield and field resolution update,fparain,2021-07-20,2021-07-20,integrated,Oracle,,0,6,231,2
8247376,488,JDK-8247376: [lworld] Constant API support for primitive classes,mlchung,2021-07-20,2021-07-21,integrated,Oracle,US,1,6,235,27
8271025,489,8271025: [lworld] vmTestbase/jit/t/* tests fail after JDK-8237073,TobiHartmann,2021-07-21,2021-07-21,integrated,Oracle,DE,0,2,2,2
8269756,490,8269756: [lworld] Add tests for invalid withfield operands,hseigel,2021-07-21,2021-07-22,integrated,Oracle,CA,1,2,1244,0
8271113,491,JDK-8271113: [lworld] java/lang/constant/MethodHandleDescTest.java fails after JDK-8247376,mlchung,2021-07-22,2021-07-22,integrated,Oracle,US,0,2,3,4
8271017,492,8271017: [lworld] Implement withfield changes from JDK-8269408 on AArch64,nick-arm,2021-07-22,2021-07-23,integrated,ARM,GB,1,4,11,111
8271141,493,8271141: [lworld] Remove unused jvaluetype q member in jvalue,fparain,2021-07-22,2021-07-22,integrated,Oracle,,0,1,0,5
8271154,494,8271154: [lworld] CDS LoaderConstraintsTest fails after injection of IdentityObject,fparain,2021-07-22,2021-07-23,integrated,Oracle,,1,1,4,3
8270995,495,"8270995: [lworld] G1BarrierSetC2::step_over_gc_barrier asserts with ""bad barrier shape""",TobiHartmann,2021-07-26,2021-07-27,integrated,Oracle,DE,1,3,101,11
,496,[lworld] Remove AOT tests from problem list,TobiHartmann,2021-07-26,2021-07-26,integrated,Oracle,DE,0,1,0,69
8271282,497,"8271282: [lworld] C2 compilation fails with ""bad AD file""",TobiHartmann,2021-07-26,2021-07-26,integrated,Oracle,DE,0,2,19,26
8271229,498,8271229: [lworld] Test serviceability/sa/ClhsdbDumpclass.java fails with unexpected end of file,fparain,2021-07-27,2021-07-27,integrated,Oracle,,0,3,20,2
8271309,499,8271309: [lworld] FieldModification event: new_value is invalid for Q objects,alexmenkov,2021-07-27,2021-07-29,integrated,Oracle,RU,2,3,558,1
,500,[lworld] Problemlist TestNativeClone until 8270098 is fixed,TobiHartmann,2021-07-27,2021-07-27,integrated,Oracle,DE,0,1,1,0
8269956,501,8269956: [lworld] javac should generate `ldc LPoint;` for class literal Point.class,sadayapalam,2021-07-27,2021-07-28,integrated,Oracle,,1,31,359,253
8271330,502,8271330: [lworld] SIGSEGV in MemNode::find_previous_store,TobiHartmann,2021-07-27,2021-07-28,integrated,Oracle,DE,1,1,2,10
8271324,503,"8271324: [lworld] java/foreign/* tests fail with ""guarantee(sect->end() <= tend) failed: sanity""",TobiHartmann,2021-07-28,2021-07-28,integrated,Oracle,DE,0,2,2,2
8271380,504,8271380: [lworld] Intrinsify j.l.Class::asPrimaryType/asValueType,TobiHartmann,2021-07-28,2021-07-28,integrated,Oracle,DE,0,9,128,43
8271389,505,8271389: [lworld] Improve typing of primitiveObject.getClass(),sadayapalam,2021-07-28,2021-07-28,integrated,Oracle,,0,6,57,27
8271397,506,8271397: [lworld] SIGSEGV in ciKlass::is_subtype_of,TobiHartmann,2021-07-28,2021-07-28,integrated,Oracle,DE,0,1,1,1
8271486,507,8271486: [lworld] Memory corruption due to out of bound access in MacroAssembler::move_helper,TobiHartmann,2021-07-29,2021-07-29,integrated,Oracle,DE,0,3,14,3
8271531,508,8271531: [lworld] Implicit null check optimization does not hoist constant load input,TobiHartmann,2021-07-30,2021-07-30,integrated,Oracle,DE,0,1,17,17
,509,Merge jdk,MrSimms,2021-07-30,2021-07-30,integrated,Oracle,,0,1504,43846,38743
8271535,510,8271535: [lworld] TestLWorld fails during IR verification because method is not inlined,TobiHartmann,2021-07-30,2021-07-30,integrated,Oracle,DE,0,1,25,0
,511,Merge jdk,MrSimms,2021-07-30,2021-07-30,integrated,Oracle,,0,225,4794,2659
8271544,512,8271544: [lworld] GraphBuilder::withfield should handle identity class holder,TobiHartmann,2021-07-30,2021-07-30,integrated,Oracle,DE,0,3,35,4
8271508,513,8271508: [lworld] disallow primitive classes with super_class of 0,hseigel,2021-07-30,2021-07-30,integrated,Oracle,CA,0,3,85,7
8271536,514,8271536: [lworld] VerifyError in hotspot/jtreg/runtime/classFileParserBug/NameAndTypeSig.java,hseigel,2021-07-30,2021-07-30,integrated,Oracle,CA,0,1,8,3
8271528,515,8271528: [lworld] [TESTBUG] Several C2 IR tests fail on AArch64,nick-arm,2021-08-02,2021-08-04,integrated,ARM,GB,2,3,16,13
8271405,516,JDK-8271405: [lworld] Redo test/jdk/java/lang/invoke/VarHandles changes for JDK-8269956,mlchung,2021-08-02,2021-08-03,integrated,Oracle,US,1,33,1620,1563
8271234,517,8271234: [lworld] InlineTypeBaseNode::merge_with fails with assert(i < _cnt),TobiHartmann,2021-08-03,2021-08-03,integrated,Oracle,DE,0,3,25,4
,520,Merge lworld,vicente-romero-oracle,2021-08-04,2021-08-04,integrated,Oracle,US,0,1933,62127,49133
,521,universal type variables: initial prototype,vicente-romero-oracle,2021-08-04,2021-08-12,integrated,Oracle,US,8,22,755,39
8271710,522,8271710: [lworld] Unsafe compareAndSet/Exchange C2 intrinsics should support inline types,TobiHartmann,2021-08-04,2021-08-04,integrated,Oracle,DE,0,2,232,0
8271924,523,8271924: [lworld] Crashes in ZBarrierSetRuntime::load_barrier_on_oop_array,TobiHartmann,2021-08-05,2021-08-05,integrated,Oracle,DE,0,6,23,16
,524,Merge jdk,MrSimms,2021-08-05,2021-08-05,integrated,Oracle,,0,277,35273,2746
8272041,525,8272041: [lworld] CDS heap dump fails with primitive objects,iklam,2021-08-06,2021-08-06,integrated,Oracle,US,0,1,12,9
8272290,526,8272290: [lworld] Disable CDS if InlineTypePassFieldsAsArgs has changed,iklam,2021-08-10,2021-08-16,integrated,Oracle,US,6,3,109,2
8272307,527,8272307: [lworld] [AArch64] TestCallingConventionC1 test63 and test64 get incorrect result,nick-arm,2021-08-12,2021-08-13,integrated,ARM,GB,1,2,12,13
8271556,528,JDK-8271556: [lworld] java.lang.BootstrapMethodError in .equals() for primitive record,mlchung,2021-08-12,2021-08-17,integrated,Oracle,US,5,4,222,11
8272397,529,JDK-8272397: [lworld] Move ValueBootstrapMethods to java.lang.runtime,mlchung,2021-08-12,2021-08-17,integrated,Oracle,US,5,17,109,316
,530,Merge lworld,vicente-romero-oracle,2021-08-13,2021-08-13,integrated,Oracle,US,0,284,35556,2784
8272511,531,8272511: [lworld] Disable PhaseIdealLoop::try_sink_out_of_loop until optimization is stable in mainline,TobiHartmann,2021-08-16,2021-08-16,integrated,Oracle,DE,0,1,2,1
8272400,532,8272400: [lworld] serviceability/sa/CDSJMapClstats.java fails: No suitable match for type of address,iklam,2021-08-17,2021-08-17,integrated,Oracle,US,0,6,126,2
8271583,533,8271583: [lworld] primitive records can't be reference favoring,jespersm,2021-08-17,2021-08-24,integrated,,,7,,,
8272566,534,8272566: [lworld] [AArch64] G1 write barrier slow path needs to save more registers,nick-arm,2021-08-18,2021-08-18,integrated,ARM,GB,0,,,
,535,Merge jdk,MrSimms,2021-08-19,2021-08-19,integrated,Oracle,,0,,,
8272753,536,"8272753: [lworld] ""Invalid frame size"" assert in frame::repair_sender_sp",TobiHartmann,2021-08-20,2021-08-20,integrated,Oracle,DE,0,,,
8272793,537,"8272793: [lworld] Test CustomClassListDump.java fails with Pattern ""CustomLoadee id: [0-9]+ super: [0-9]+ source: .*/custom.jar"" not found in classlist",fparain,2021-08-20,2021-08-20,integrated,Oracle,,0,,,
8272306,538,8272306: [lworld] Fix incorrectly merged code in classListParser.cpp,iklam,2021-08-23,2021-08-23,integrated,Oracle,US,0,,,
8272760,539,8272760: [lworld] Aarch64 part of JDK-8272753,nick-arm,2021-08-24,2021-08-25,integrated,ARM,GB,1,,,
,540,Merge jdk,MrSimms,2021-08-26,2021-08-26,integrated,Oracle,,0,,,
8273018,541,8273018: [lworld] Property annotation propagation to <init> lacks in primitive records,jespersm,2021-08-31,2021-09-23,integrated,,,23,,,
8267665,543,8267665: [lworld] Scalarization of nullable inline types,TobiHartmann,2021-09-02,2021-09-03,integrated,Oracle,DE,1,,,
,544,[lworld] Removed TestNativeClone.java from ProblemList now that 8270098 is fixed,TobiHartmann,2021-09-02,2021-09-02,integrated,Oracle,DE,0,,,
8273360,546,8273360: [lworld] Invoking a reflection-generated constructor for primitive class gives InstantiationError,jespersm,2021-09-05,2021-09-23,integrated,,,18,,,
8267697,548,8267697: [lworld] [lw3] VM crashes during heap dump if Java heap contains flat arrays,alexmenkov,2021-09-08,2021-09-13,integrated,Oracle,RU,5,,,
8273323,549,8273323: [lworld] Fix post-parse call devirtualization with inline type receiver,TobiHartmann,2021-09-09,2021-09-09,integrated,Oracle,DE,0,,,
8273554,550,8273554: [lworld] Runtime tests should not explicitly set -Xint/-Xcomp,TobiHartmann,2021-09-09,2021-09-13,integrated,Oracle,DE,4,,,
8273594,551,8273594: [lworld] JITs need to properly handle static inline type field with unloaded type,TobiHartmann,2021-09-10,2021-10-15,integrated,Oracle,DE,35,,,
8270477,552,8270477: [lworld] bytecode testing API does not emit Q type descriptors,MrSimms,2021-09-13,2021-09-14,integrated,Oracle,,1,,,
8273650,553,8273650: [lworld] Interpreter fails with fatal error: DEBUG MESSAGE: klass not initialized,fparain,2021-09-15,2021-09-17,integrated,Oracle,,2,,,
,554,Fix header format for build setup,MrSimms,2021-09-22,2021-09-22,integrated,Oracle,,0,,,
,555,Adjust problem list for initial aarch64 testing,MrSimms,2021-09-22,2021-09-22,integrated,Oracle,,0,,,
,557,Merge lworld,vicente-romero-oracle,2021-10-04,2021-10-04,integrated,Oracle,US,0,,,
8274792,558,8274792: [lworld] Final fields should be flattened,fparain,2021-10-05,2021-10-06,integrated,Oracle,,1,,,
,559,Merge jdk,MrSimms,2021-10-11,2021-10-11,integrated,Oracle,,0,,,
8275195,560,8275195: [lworld] Revisit use of TypePtr::meet_aryptr() after merge,rwestrel,2021-10-13,2021-10-18,integrated,Red Hat,FR,5,,,
8275220,561,8275220: [lworld] Various compiler code cleanups and refactoring,TobiHartmann,2021-10-13,2021-10-14,integrated,Oracle,DE,1,,,
8274131,562,8274131: [lworld] [aarch64] ClassInitializationFailuresTest.java stop: klass not initialized,nick-arm,2021-10-14,2021-10-14,integrated,ARM,GB,0,,,
8274972,563,8274972: [lworld] TestLWorld.test151() fails with IR verification errors,rwestrel,2021-10-14,2021-10-18,integrated,Red Hat,FR,4,,,
8275276,564,"8275276: [lworld] C2 compilation fails with assert ""adr_type for memory phis only""",TobiHartmann,2021-10-14,2021-10-15,integrated,Oracle,DE,1,,,
8275331,565,8275331: [lworld] TestArrays.java fails IR verification on aarch64,TobiHartmann,2021-10-15,2021-10-15,integrated,Oracle,DE,0,,,
8274950,566,8274950: [lworld] LoadNode::Identity optimization should not skip casts,TobiHartmann,2021-10-19,2021-10-19,integrated,Oracle,DE,0,,,
8272448,567,"8272448: [lworld] C2 compilation fails with ""Bad graph detected in build_loop_late""",TobiHartmann,2021-10-19,2021-10-20,integrated,Oracle,DE,1,,,
8275583,568,8275583: [lworld] C2 fails to scalarize inline types in safepoint debug info in rare cases,TobiHartmann,2021-10-20,2021-10-20,integrated,Oracle,DE,0,,,
8275797,569,8275797: [lworld] Scalar replacement fails with ShouldNotReachHere() due to unexpected load type,TobiHartmann,2021-10-25,2021-10-25,integrated,Oracle,DE,0,,,
8275824,570,8275824: [lworld] C2 generates unused code (klass ptr check) when oop value of scalarized return is not used,TobiHartmann,2021-10-25,2021-10-26,integrated,Oracle,DE,1,,,
8275825,571,8275825: [lworld] Unnecessary buffering because trivial accessor methods are not C2 compiled,TobiHartmann,2021-10-26,2021-10-26,integrated,Oracle,DE,0,,,
,572,updating tests,vicente-romero-oracle,2021-10-26,2021-10-26,integrated,Oracle,US,0,,,
8276051,573,8276051: [lworld] Indeterministic GC behavior in runtime/valhalla/inlinetypes/InlineOops.java,MrSimms,2021-10-27,2021-10-27,integrated,Oracle,,0,,,
8275606,574,8275606: [lworld] ClassInitializationFailuresTest triggers assert with -XX:-UseTLAB,fparain,2021-10-27,2021-10-29,integrated,Oracle,,2,,,
,575,Primitive value conversion,vicente-romero-oracle,2021-10-27,2021-10-27,integrated,Oracle,US,0,,,
8276187,576,8276187: [lworld] [lw3] Handling of pre-loaded fields is inefficient,fparain,2021-10-29,2021-11-01,integrated,Oracle,,3,,,
8276538,577,8276538: [lworld] [AArch64] LIR_Assembler::emit_profile_inline_type temporary register conflict,nick-arm,2021-11-04,2021-11-08,integrated,ARM,GB,4,,,
8276612,578,"8276612: [lworld] runtime/valhalla/inlinetypes/InlineTypeArray.java crashes with "" memory leak: allocating without ResourceMark""",MrSimms,2021-11-04,2021-11-04,integrated,Oracle,,0,,,
8276656,579,JDK-8276656: [lworld] merge JEP 416: reimplement core reflection with method handles,mlchung,2021-11-04,2021-11-04,integrated,Oracle,US,0,,,
8276812,580,8276812: [lworld] [lw3] JVM_ACC_FIELD_INLINED flag creates a conflict with an existing flag,fparain,2021-11-10,2021-11-12,integrated,Oracle,,2,,,
8273715,581,"8273715: [lworld] C2 compilation fails with ""missed optimization opportunity""",TobiHartmann,2021-11-12,2021-11-12,integrated,Oracle,DE,0,,,
8277057,582,8277057: [lworld] array code needs some name cleanup,fparain,2021-11-12,2021-11-15,integrated,Oracle,,3,,,
8277062,583,"8277062: [lworld] C2 compilation fails with ""not drained yet"" assert",TobiHartmann,2021-11-12,2021-11-12,integrated,Oracle,DE,0,,,
8274973,584,8274973: [lworld] compiler/c2/irTests/TestPostParseCallDevirtualization.java fails with valhalla,rwestrel,2021-11-19,2021-11-19,integrated,Red Hat,FR,0,,,
8277570,585,8277570: [lworld] Pre-allocated instance should be created during class initialization,fparain,2021-11-22,2021-11-23,integrated,Oracle,,1,,,
,587,Merge jdk,MrSimms,2021-12-03,2021-12-03,integrated,Oracle,,0,,,
8274800,588,8274800: [lworld] Primitive classes can't be retransformed,alexmenkov,2021-12-04,2021-12-10,integrated,Oracle,RU,6,,,
8278350,589,8278350: [lworld] Compiler test failures after merge with mainline,TobiHartmann,2021-12-08,2021-12-08,integrated,Oracle,DE,0,,,
8278352,590,8278352: [lworld] nmethod assembly snippet in hs_err file misses method name and parameters,TobiHartmann,2021-12-08,2021-12-08,integrated,Oracle,DE,0,,,
8279377,591,8279377: [lworld] Javac Parser still has stale code supporting nullable projection types from a previous era,sadayapalam,2022-01-03,2022-01-03,integrated,Oracle,,0,,,
8279431,592,8279431: [lworld] Withdraw all support for ref-default classes ,sadayapalam,2022-01-05,2022-01-05,integrated,Oracle,,0,,,
8279428,593,8279428: [lworld] Revalue ACC_PRIMITIVE to be 0x800 to align with draft JVMS,sadayapalam,2022-01-06,2022-01-10,integrated,Oracle,,4,,,
,594,Merge lworld,vicente-romero-oracle,2022-01-06,2022-01-06,integrated,Oracle,US,0,,,
8279624,595,8279624: [lworld] interpreter should avoid value copies in withfield when possible,fparain,2022-01-07,2022-01-12,integrated,Oracle,,5,,,
8279368,596,8279368: [lworld] Add parser support for declaration of value classes,sadayapalam,2022-01-10,2022-01-10,integrated,Oracle,,0,,,
8279672,597,8279672: [lworld] Implement semantic checks for value classes,sadayapalam,2022-01-11,2022-01-12,integrated,Oracle,,1,,,
8279853,598,8279853: [lworld] Multiple issues with speculative type at checkcast,TobiHartmann,2022-01-12,2022-01-12,integrated,Oracle,DE,0,,,
8279838,599,"8279838: [lworld] PrimitiveObject is dead, long live ValueObject",sadayapalam,2022-01-12,2022-01-13,integrated,Oracle,,1,,,
8279912,600,8279912: [lworld] The test jdk/java/lang/instrument/valhalla/RedefinePrimitive.java has started failing,alexmenkov,2022-01-12,2022-01-13,integrated,Oracle,RU,1,,,
8279901,601,8279901: [lworld] Javac should verify/ensure that a Functional interface implements neither IdentityObject nor ValueObject ,sadayapalam,2022-01-13,2022-01-13,integrated,Oracle,,0,,,
8283573,602,8283573: [lworld] Make Object an abstract class,fparain,2022-01-13,2022-03-29,integrated,Oracle,,75,,,
8279656,603,8279656: [lworld] Javac diagnostic compiler.err.primitive.class.must.not.implement.cloneable not valid anymore,biboudis,2022-01-14,2022-01-19,integrated,Oracle,CH,5,,,
,604,Implement code generation support for value classes,sadayapalam,2022-01-17,2022-01-18,integrated,Oracle,,1,,,
8280164,605,8280164: [lworld] Generate Preload attribute to enumerate value classes encountered,sadayapalam,2022-01-18,2022-01-19,integrated,Oracle,,1,,,
8280006,606,8280006: [lworld] Compiler interface uses wrong class loader when looking up field type,TobiHartmann,2022-01-19,2022-01-20,integrated,Oracle,DE,1,,,
8279906,607,8279906: [lworld] Javac tolerates synchronized methods in value/primitive records,jespersm,2022-01-19,2022-01-20,integrated,,,1,,,
,608,Trival: Header format error,MrSimms,2022-01-20,2022-01-20,integrated,Oracle,,0,,,
8280381,609,8280381: [lworld] VM should accept static factory methods in value class files.,fparain,2022-01-21,2022-01-24,integrated,Oracle,,3,,,
8280440,610,8280440: [lworld] Scalarization does not properly handle speculative types,TobiHartmann,2022-01-21,2022-01-21,integrated,Oracle,DE,0,,,
8280270,611,8280270: [lworld] JITs miss some klass initialization checks for defaultvalue,TobiHartmann,2022-01-21,2022-01-24,integrated,Oracle,DE,3,,,
8279655,612,8279655: [lworld] Bogus error: incompatible types: Object cannot be converted to Foo,biboudis,2022-01-21,2022-01-24,integrated,Oracle,CH,3,,,
,613,"some bug fixing, adding new regression tests",vicente-romero-oracle,2022-01-23,2022-01-23,integrated,Oracle,US,0,,,
8280514,614,8280514: [API-cleanup] Merge the internal API points Types.is{Primitive/Value}Class with Type.is{Primitive/Value}Class,sadayapalam,2022-01-24,2022-01-24,integrated,Oracle,,0,,,
8280519,615,8280519: Revert fix for JDK-8212175 as it is not relevant anymore,sadayapalam,2022-01-24,2022-01-24,integrated,Oracle,,0,,,
8280456,616,8280456: [lworld] javac should allow compilation with abstract java.lang.Object class,sadayapalam,2022-01-25,2022-01-26,integrated,Oracle,,1,,,
8280524,617,8280524: [lworld] Interpreter incorrectly handles uninitialized static inline type field,TobiHartmann,2022-01-25,2022-01-25,integrated,Oracle,DE,0,,,
8280704,618,8280704: [lworld] Rename defaultvalue to aconst_init in tests,MrSimms,2022-01-26,2022-01-26,integrated,Oracle,,0,,,
8280746,619,8280746: [lworld] Initial core libraries support for value classes,mlchung,2022-01-26,2022-01-27,integrated,Oracle,US,1,,,
8280707,620,8280707: [lworld] More issues with C2's arraycopy intrinsic,TobiHartmann,2022-01-27,2022-01-28,integrated,Oracle,DE,1,,,
8280382,621,8280382: [lworld] JCWithField AST node support should evolve to work with value classes,biboudis,2022-01-27,2022-01-28,integrated,Oracle,CH,1,,,
8280194,622,8280194: Abstract classes that allow value subclasses should be marked ACC_PERMITS_VALUE (0x0040),sadayapalam,2022-01-31,2022-02-01,integrated,Oracle,,1,,,
8281116,623,8281116: [lworld] Adding Preload attribute support,fparain,2022-02-02,2022-02-02,integrated,Oracle,,0,,,
8280980,624,8280980: [lworld] MethodHandle and VarHandle support for value classes,mlchung,2022-02-03,2022-02-03,integrated,Oracle,US,0,,,
,625,8279840 [lworld] Inconsistent treatment of repeated modifiers.,jespersm,2022-02-04,2022-02-07,integrated,,,3,,,
8281281,626,8281281: [lworld] Preload attribute code needs some fixes,fparain,2022-02-04,2022-02-04,integrated,Oracle,,0,,,
,627,8279839 [lworld] Javac has started incorrectly accepting native as a modifer for classes,jespersm,2022-02-04,2022-02-07,integrated|auto,,,3,,,
,628,Adding type system regression tests,vicente-romero-oracle,2022-02-04,2022-02-04,integrated,Oracle,US,0,,,
8281166,629,8281166: [lworld] javac should generate BSM to invoke the static factory for value class,sadayapalam,2022-02-07,2022-02-07,integrated,Oracle,,0,,,
,630,Merge jdk,MrSimms,2022-02-07,2022-02-07,integrated,Oracle,,0,,,
8281336,631,8281336: [lworld] Remove workaround in LambdaToMethod to circumvent BootstrapMethodError,sadayapalam,2022-02-07,2022-02-08,integrated,Oracle,,1,,,
8281279,632,8281279: [lworld] Add JVM support for ACC_PERMITS_VALUE,hseigel,2022-02-07,2022-02-08,integrated,Oracle,CA,1,,,
8281325,633,8281325: [lworld] Unused code emitted for unpacking arguments leads to code buffer overflow,TobiHartmann,2022-02-07,2022-02-07,integrated,Oracle,DE,0,,,
8281013,635,8281013: Errors.PrimitiveClassDoesNotSupport diagnostic should apply to value classes also,sadayapalam,2022-02-08,2022-02-08,integrated,Oracle,,0,,,
8281026,636,8281026: Allow for compiler.note.cant.instantiate.object.directly to be suppressed via an option,sadayapalam,2022-02-08,2022-02-09,integrated,Oracle,,1,,,
8281378,637,8281378: [lworld] Crash in LateInlineMHCallGenerator::do_late_inline_check,rwestrel,2022-02-08,2022-02-08,integrated,Red Hat,FR,0,,,
8281380,638,8281380: [lworld] Rename T_INLINE_TYPE to T_PRIMITIVE_OBJECT,fparain,2022-02-08,2022-02-08,integrated,Oracle,,0,,,
,639,some existing regression tests are failing due to universal tvars changes,vicente-romero-oracle,2022-02-08,2022-02-08,integrated,Oracle,US,0,,,
,641,Merge lworld,vicente-romero-oracle,2022-02-08,2022-02-08,integrated,Oracle,US,0,,,
8281454,642,8281454: [lworld] Assert in EA due to oop access to flat array,TobiHartmann,2022-02-09,2022-02-09,integrated,Oracle,DE,0,,,
8281537,643,8281537: [lworld] runtime/cds/appcds/TestDumpClassListSource.java fails with Exception: java.lang.RuntimeException: Class Hello should be printed in classlist,fparain,2022-02-09,2022-02-09,integrated,Oracle,,0,,,
8281073,644,"8281073: [lworld] Update MethodHandles::zero, empty, constant APIs for primitive classes",mlchung,2022-02-09,2022-02-10,integrated,Oracle,US,1,,,
8281471,645,8281471: [lworld] check_code.c should not accept Q-signatures as valid,hseigel,2022-02-10,2022-02-11,integrated,Oracle,CA,1,,,
8281618,646,8281618: Add asmtools sources as a test library,dansmithcode,2022-02-10,2022-02-14,integrated,,,4,,,
8281763,647,8281763: Support Valhalla class file features in asmtools,dansmithcode,2022-02-14,2022-02-16,integrated,,,2,,,
,648,cleaning up overload resolution code,vicente-romero-oracle,2022-02-15,2022-02-15,integrated,Oracle,US,0,,,
,649,Tweak header format for correctness,MrSimms,2022-02-15,2022-02-15,integrated,Oracle,,0,,,
8281880,650,8281880: AsmTools driver uses wrong implementation classes,dansmithcode,2022-02-15,2022-02-15,integrated,,,0,,,
