bug_id,pr_number,title,author,created,closed,labels,org,country,review_days,reviewers
8348934,198,8348934: [CRaC] Drop CRTrace VM option,TimPushkin,2025-01-29,2025-01-30,integrated,Azul,,1,rvansa
8349071,199,8349071: [CRaC] Disable rseq in libc on checkpoint and restore,TimPushkin,2025-01-30,2025-02-01,integrated,Azul,,2,"rvansa,AntonKozlov"
8349131,200,8349131: [CRaC] Internal error on old glibc with pre-set GLIBC_TUNABLES and CPUFeatures restriction,TimPushkin,2025-01-31,2025-02-03,integrated,Azul,,3,rvansa
8349365,201,8349365: [CRaC] Handle javaagent adding jars to boostrap/system classpath,rvansa,2025-02-05,2025-02-10,integrated,Azul,,5,TimPushkin
8349560,202,8349560: [CRaC] Close EPoll FDs when FD policies close registered sockets,rvansa,2025-02-06,2025-02-13,integrated,Azul,,7,TimPushkin
8350088,203,8350088: [CRaC] Stop & restart JFR recording on checkpoint,rvansa,2025-02-14,2025-02-20,integrated,Azul,,6,TimPushkin
8349819,204,8349819: [CRaC] Support FD policy reopen on listening socket,rvansa,2025-02-14,2025-02-20,integrated,Azul,,6,TimPushkin
8350569,205,8350569: [CRaC] Log level of 'crac' cannot be changed on checkpoint,TimPushkin,2025-02-24,2025-02-25,integrated,Azul,,1,rvansa
,206,Merge jdk:jdk-25+1,dimitryc,2025-02-25,2025-03-06,integrated,,,9,AntonKozlov
8350845,207,8350845: [CRaC] Support C/R engines in form of a library,TimPushkin,2025-02-27,2025-03-06,integrated,Azul,,7,rvansa
,208,Merge jdk:jdk-25+2,dimitryc,2025-03-07,2025-03-25,integrated,,,18,rvansa
8351695,210,8351695: [CRaC] Cannot restore immediately without default restore data,TimPushkin,2025-03-11,2025-03-11,integrated,Azul,,0,rvansa
8351701,211,8351701: [CRaC] CRaCEngineOptions=help cannot be used with CRaCRestoreFrom,TimPushkin,2025-03-11,2025-03-12,integrated,Azul,,1,rvansa
8351923,212,8351923: [CRaC] Engine help message may be truncated,TimPushkin,2025-03-13,2025-03-13,integrated,Azul,,0,rvansa
8352408,214,8352408: [CRaC] Minor CRE API improvements,TimPushkin,2025-03-19,2025-03-24,integrated,Azul,,5,rvansa
8352410,215,8352410: [CRaC] Invalid description API log is incorrect,TimPushkin,2025-03-19,2025-03-24,integrated,Azul,,5,rvansa
8352412,216,8352412: [CRaC] Direct mapping default changed,TimPushkin,2025-03-19,2025-03-25,integrated,Azul,,6,rvansa
8352413,217,8352413: [CRaC] crexec fails to pass some options when CRAC_CRIU_OPTS is already used,TimPushkin,2025-03-19,2025-04-02,integrated,Azul,,14,rvansa
8353064,218,8353064: [CRaC] ProblemList jdk/crac/LinkedCleanableRefTest,TimPushkin,2025-03-27,2025-03-31,integrated,Azul,,4,rvansa
8353241,219,8353241: [CRaC] Support ZGC,rvansa,2025-03-31,2025-04-15,integrated,Azul,,15,TimPushkin
8353243,220,8353243: [CRaC] Show all options in engine help,TimPushkin,2025-03-31,2025-04-08,integrated,Azul,,8,rvansa
8354432,221,8354432: [CRaC] Timed waiting finishes early w.r.t. wall clock time,TimPushkin,2025-04-11,2025-04-14,integrated,Azul,,3,rvansa
8354514,222,8354514: [CRaC] Remove new methods from AbstractInterruptibleChannel and SocketImpl,rvansa,2025-04-14,2025-04-15,integrated,Azul,,1,TimPushkin
,224,Merge jdk:jdk-25+3,dimitryc,2025-04-15,2025-04-23,integrated|clean,,,8,rvansa
8354679,225,8354679: [CRaC] jdk.crac.management makes JdkManagementCheckSince fail,TimPushkin,2025-04-16,2025-05-28,integrated,Azul,,42,rvansa
8355974,227,8355974: [CRaC] Move CPUFeatures verification to the parent process of JVM,jankratochvil,2025-04-27,2025-05-20,integrated,Azul,,23,
,228,Merge jdk:jdk-25+4,dimitryc,2025-05-19,2025-05-19,integrated|clean,,,0,rvansa
8357641,229,8357641: [CRaC] Support PID change during checkpoint-restore,TimPushkin,2025-05-23,2025-05-26,integrated,Azul,,3,rvansa
8357645,230,8357645: [CRaC] Use Alpine-based images when executing tests on musl,TimPushkin,2025-05-23,2025-05-26,integrated,Azul,,3,rvansa
,231,Merge jdk:jdk-25+10,dimitryc,2025-05-26,2025-05-27,integrated|clean,,,1,rvansa
8357977,232,8357977: [CRaC] Unused imports in CRaC's classes,TimPushkin,2025-05-28,2025-05-29,integrated,Azul,,1,rvansa
8357984,233,8357984: [CRaC] Improve new properties installation code,TimPushkin,2025-05-28,2025-05-29,integrated,Azul,,1,rvansa
8358063,234,8358063: [CRaC] Excessive PosixAttachListener-related availability and references,TimPushkin,2025-05-29,2025-05-29,integrated,Azul,,0,rvansa
8358161,235,8358161: [CRaC] Make VM-controlled options engine-dependent,TimPushkin,2025-05-30,2025-06-04,integrated,Azul,,5,rvansa
,236,Merge jdk:jdk-25+14,dimitryc,2025-06-03,2025-06-06,integrated|clean,,,3,rvansa
8358956,237,8358956: [CRaC] Fix NULL usage in hotspot,dimitryc,2025-06-09,2025-06-09,integrated,,,0,rvansa
,238,Merge jdk:jdk-25+18,dimitryc,2025-06-16,2025-06-30,integrated|clean,,,14,TimPushkin
8361090,239,8361090: [CRaC] Make dev engines less confusing,TimPushkin,2025-06-30,2025-07-02,integrated,Azul,,2,rvansa
8361124,240,8361124: [CRaC] Move recursive checkpoint test to simengine,TimPushkin,2025-07-01,2025-07-02,integrated,Azul,,1,rvansa
8364737,241,8364737: [CRaC] Support checkpointing with --patch-module by treating patch JARs as persistent,mz1999,2025-07-10,2025-08-07,integrated,,,28,rvansa
,242,Merge jdk:jdk-25+19,dimitryc,2025-07-11,2025-07-15,integrated,,,4,TimPushkin
8362418,243,8362418: [CRaC] Leave unused G1 heap regions committed for C/R,TimPushkin,2025-07-16,2025-07-18,integrated,Azul,,2,rvansa
,244,Merge jdk:jdk-25+22,dimitryc,2025-07-16,2025-07-17,integrated|clean,,,1,TimPushkin
8362837,246,8362837: [CRaC] jdk/crac/MXBean.java can fail on macOS,jankratochvil,2025-07-19,2025-07-23,integrated,Azul,,4,TimPushkin
,248,Merge jdk:jdk-25+26,dimitryc,2025-07-23,2025-07-28,integrated|clean,,,5,TimPushkin
8364078,249,8364078: [CRaC] CracTest mishandles NoSuchMethodException,TimPushkin,2025-07-24,2025-07-25,integrated,Azul,,1,rvansa
8364156,251,8364156: [CRaC] Recompile methods decompiled during or shortly after C/R,TimPushkin,2025-07-28,2025-07-29,integrated,Azul,,1,rvansa
8364272,252,8364272: [CRaC] Make inclusion of crac.hpp in os_posix.cpp conditional,TimPushkin,2025-07-29,2025-07-30,integrated,Azul,,1,rvansa
8364449,253,8364449: [CRaC] Launch new main outside of the core C/R body,TimPushkin,2025-07-31,2025-08-08,integrated,Azul,,8,rvansa
8364456,254,8364456: [CRaC] Extend error logging of waitForCheckpointed,TimPushkin,2025-07-31,2025-08-08,integrated,Azul,,8,rvansa
8364538,255,8364538: [CRaC] Test CRaCIgnoreRestoreIfUnavailable,TimPushkin,2025-08-01,2025-08-07,integrated,Azul,,6,rvansa
8364554,256,8364554: [CRaC] Improve CRaC VM options' docs,TimPushkin,2025-08-01,2025-08-11,integrated,Azul,,10,rvansa
8364624,257,8364624: [CRaC] Resolve startup failures with static JDK build,dimitryc,2025-08-04,2025-08-04,integrated,,,0,TimPushkin
8364662,258,8364662: [CRaC] Process restore options in the common arguments parser,TimPushkin,2025-08-04,2025-08-08,integrated,Azul,,4,rvansa
8364931,259,8364931: [CRaC] Stabilize recompiler tests,TimPushkin,2025-08-06,2025-08-08,integrated,Azul,,2,rvansa
8365143,260,8365143: [CRaC] CRaCIgnoreRestoreIfUnavailable tests do not check exit value,TimPushkin,2025-08-08,2025-08-11,integrated,Azul,,3,rvansa
8365241,261,8365241: [CRaC] Ignore new arguments when CRaCIgnoreRestoreIfUnavailable is true,TimPushkin,2025-08-11,2025-08-22,integrated,Azul,,11,AntonKozlov
8365380,262,8365380: [CRaC] Require non-static JDK for EngineFailureTest,TimPushkin,2025-08-12,2025-08-18,integrated,Azul,,6,dimitryc
8365484,263,8365484: [CRaC] Support IgnoreUnrecognizedVMOptions on restore,TimPushkin,2025-08-13,2025-08-22,integrated,Azul,,9,AntonKozlov
8367975,264,8367975: [CRaC] Pattern in CRaCCheckpointTo,rvansa,2025-09-18,2025-10-08,integrated,Azul,,20,TimPushkin
8368570,265,8368570: [CRaC] Improve JdwpTransportTest,wkia,2025-09-24,2025-10-02,integrated,Azul,,8,TimPushkin
8368929,266,8368929: [CRaC] Move CPUFeatures check to C/R engine,rvansa,2025-09-30,2025-10-13,integrated,Azul,,13,TimPushkin
8369394,267,8369394: [CRaC] java.nio.channels.ClosedSelectorException in sun.nio.ch.SelectorImpl.ensureOpen,wkia,2025-10-08,2025-10-09,integrated,Azul,,1,rvansa
8369729,268,8369729: [CRaC] CRaC restore fails with different CPUs,jankratochvil,2025-10-13,2025-10-21,integrated,Azul,,8,rvansa
8369566,269,8369566: CRaC: Record metrics during checkpoint,rvansa,2025-10-14,2025-10-24,integrated,Azul,,10,TimPushkin
