bug_id,pr_number,title,author,created,closed,labels,org,country,review_days,reviewers
8322092,1,8322092: Bump version numbers for 22.0.1,robm-openjdk,2023-12-14,2023-12-14,integrated,,,0,coffeys
8321480,2,8321480: ISO 4217 Amendment 176 Update,weibxiao,2023-12-15,2024-01-09,integrated|backport|clean,,,25,
8321374,3,8321374: Add a configure option to explicitly set CompanyName property in VersionInfo resource for Windows exe/dll,fthevenet,2023-12-18,2024-01-09,integrated|backport|clean,,,22,
,5,Merge jdk22:master,robm-openjdk,2023-12-20,2023-12-20,integrated|clean,,,0,
8322417,7,8322417: Console read line with zero out should zero out when throwing exception,RealCLanger,2023-12-29,2024-01-09,integrated|backport,SAP,DE,11,MBaesken
8322163,8,8322163: runtime/Unsafe/InternalErrorTest.java fails on Alpine after JDK-8320886,MBaesken,2024-01-05,2024-01-09,integrated|backport|clean,SAP,DE,4,
8323021,9,8323021: Shenandoah: Encountered reference count always attributed to first worker thread,earthling-amzn,2024-01-05,2024-01-10,integrated|backport|clean,Amazon,US,5,
8322783,10,8322783: prioritize /etc/os-release over /etc/SuSE-release in hs_err/info output,MBaesken,2024-01-08,2024-01-09,integrated|backport|clean,SAP,DE,1,
8322098,11,8322098: os::Linux::print_system_memory_info enhance the THP output with /sys/kernel/mm/transparent_hugepage/hpage_pmd_size,MBaesken,2024-01-08,2024-01-12,integrated|backport|clean,SAP,DE,4,
8323086,12,8323086: Shenandoah: Heap could be corrupted by oom during evacuation,earthling-amzn,2024-01-08,2024-01-10,integrated|backport|clean,Amazon,US,2,
8322725,13,8322725: (tz) Update Timezone Data to 2023d,johnyjose30,2024-01-09,2024-01-09,integrated|backport|clean,,,0,
8323065,14,8323065: Unneccesary CodeBlob lookup in CompiledIC::internal_set_ic_destination,shipilev,2024-01-09,2024-01-15,integrated|backport|clean,Amazon,US,6,
,15,Merge jdk22:master,robm-openjdk,2024-01-09,2024-01-09,integrated|clean,,,0,
8322945,16,8322945: Problemlist runtime/CompressedOops/CompressedClassPointers.java on AIX,MBaesken,2024-01-10,2024-02-13,integrated|backport|clean,SAP,DE,34,
8323428,17,8323428: Shenandoah: Unused memory in regions compacted during a full GC should be mangled,earthling-amzn,2024-01-10,2024-01-17,integrated|backport|clean,Amazon,US,7,
8317804,18,8317804: com/sun/jdi/JdwpAllowTest.java fails on Alpine 3.17 / 3.18,MBaesken,2024-01-11,2024-01-16,integrated|backport|clean,SAP,DE,5,
